sequence_frame,timestamp,registration_success,weak_flag,weak_multiplier,q_weak,rolling_weak_fraction,rolling_q_median,rolling_successful_frames,rolling_q_frames,gate_candidate,state_before,state_after,selected_estimator,mode_switch
1351,1.70658e+09,1,1,8.29949,0.869209,1.0,0.9261225,20,20,g1,Loose,Loose,Loose_L1,0
1353,1.70658e+09,1,1,10.3099,1.11758,1.0,0.9261225,20,20,g1,Loose,Loose,Loose_L1,0
1355,1.70658e+09,1,1,15.0885,1.51883,1.0,0.9473505,20,20,g1,Loose,Loose,Loose_L1,0
1357,1.70658e+09,1,1,12.1818,1.12126,1.0,0.957385,20,20,g1,Loose,Loose,Loose_L1,0
1359,1.70658e+09,1,1,13.7552,1.28488,1.0,0.957385,20,20,g1,Loose,Loose,Loose_L1,0
1361,1.70658e+09,1,1,12.5413,1.11364,1.0,0.957991,20,20,g1,Loose,Loose,Loose_L1,0
1363,1.70658e+09,1,1,12.4306,1.13784,1.0,0.957991,20,20,g1,Loose,Loose,Loose_L1,0
1365,1.70658e+09,1,1,12.0318,1.11369,1.0,0.9827750000000001,20,20,g1,Loose,Loose,Loose_L1,0
1367,1.70658e+09,1,1,10.8467,1.0047,1.0,1.009865,20,20,g1,Loose,Loose,Loose_L1,0
1369,1.70658e+09,1,1,12.8957,1.22029,1.0,1.040555,20,20,g1,Loose,Loose,Loose_L1,0
1371,1.70658e+09,1,1,10.8911,1.00154,1.0,1.03539,20,20,g1,Loose,Loose,Loose_L1,0
1373,1.70658e+09,1,1,11.4908,1.08475,1.0,1.075415,20,20,g1,Loose,Loose,Loose_L1,0
1375,1.70658e+09,1,1,10.2346,0.946079,1.0,1.075415,20,20,g1,Loose,Loose,Loose_L1,0
1377,1.70658e+09,1,1,10.4911,1.0554,1.0,1.075415,20,20,g1,Loose,Loose,Loose_L1,0
1379,1.70658e+09,0,0,nan,nan,1.0,1.075415,20,20,g1,Loose,Loose,Native,0
1381,1.70658e+09,1,1,8.4392,0.551447,1.0,1.075415,20,20,g1,Loose,Loose,Loose_L1,0
1383,1.70658e+09,1,1,9.50954,0.902117,1.0,1.06074,20,20,g1,Loose,Loose,Loose_L1,0
1385,1.70658e+09,1,1,7.49317,0.740588,1.0,1.06074,20,20,g1,Loose,Loose,Loose_L1,0
1387,1.70658e+09,1,1,7.86483,0.838802,1.0,1.06074,20,20,g1,Loose,Loose,Loose_L1,0
1389,1.70658e+09,1,1,8.2132,0.877547,1.0,1.03005,20,20,g1,Loose,Loose,Loose_L1,0
1391,1.70658e+09,1,1,7.43092,0.786139,1.0,1.03005,20,20,g1,Loose,Loose,Loose_L1,0
1393,1.70658e+09,1,1,7.23505,0.786045,1.0,1.03005,20,20,g1,Loose,Loose,Loose_L1,0
1395,1.70658e+09,1,1,6.15377,0.691557,1.0,1.00312,20,20,g1,Loose,Loose,Loose_L1,0
1397,1.70658e+09,1,1,6.49968,0.741161,1.0,0.9738095,20,20,g1,Loose,Loose,Loose_L1,0
1399,1.70658e+09,1,1,6.66769,0.76661,1.0,0.924098,20,20,g1,Loose,Loose,Loose_L1,0
1401,1.70658e+09,1,1,9.32189,1.07166,1.0,0.924098,20,20,g1,Loose,Loose,Loose_L1,0
1403,1.70658e+09,1,1,6.59723,0.693231,1.0,0.889832,20,20,g1,Loose,Loose,Loose_L1,0
1405,1.70658e+09,1,1,8.3045,0.935645,1.0,0.889832,20,20,g1,Loose,Loose,Loose_L1,0
1407,1.70658e+09,1,1,6.65262,0.71005,1.0,0.8581745000000001,20,20,g1,Loose,Loose,Loose_L1,0
1409,1.70658e+09,1,1,7.15062,0.794924,1.0,0.816863,20,20,g1,Loose,Loose,Loose_L1,0
1411,1.70658e+09,1,1,7.76315,0.855865,1.0,0.816863,20,20,g1,Loose,Loose,Loose_L1,0
1413,1.70658e+09,1,1,8.15557,0.877215,1.0,0.816863,20,20,g1,Loose,Loose,Loose_L1,0
1415,1.70658e+09,1,1,9.46842,1.00367,1.0,0.816863,20,20,g1,Loose,Loose,Loose_L1,0
1417,1.70658e+09,1,1,8.73961,0.892847,1.0,0.816863,20,20,g1,Loose,Loose,Loose_L1,0
1419,1.70658e+09,1,1,14.3578,1.49521,1.0,0.816863,20,20,g1,Loose,Loose,Loose_L1,0
1421,1.70658e+09,1,1,13.146,1.21916,1.0,0.8473335,20,20,g1,Loose,Loose,Loose_L1,0
1423,1.70658e+09,1,1,12.9826,1.18764,1.0,0.8473335,20,20,g1,Loose,Loose,Loose_L1,0
1425,1.70658e+09,1,1,12.2829,1.12816,1.0,0.86654,20,20,g1,Loose,Loose,Loose_L1,0
1427,1.70658e+09,1,1,11.9845,1.08766,1.0,0.877381,20,20,g1,Loose,Loose,Loose_L1,0
1429,1.70658e+09,1,1,16.2763,1.49231,1.0,0.8850309999999999,20,20,g1,Loose,Loose,Loose_L1,0
1431,1.70658e+09,1,1,15.5676,1.35656,1.0,0.9142459999999999,20,20,g1,Loose,Loose,Loose_L1,0
1433,1.70658e+09,1,1,15.8326,1.32061,1.0,0.9696575000000001,20,20,g1,Loose,Loose,Loose_L1,0
1435,1.70658e+09,1,1,13.7486,1.1499,1.0,1.037665,20,20,g1,Loose,Loose,Loose_L1,0
1437,1.70658e+09,1,1,14.0856,1.22726,1.0,1.07966,20,20,g1,Loose,Loose,Loose_L1,0
1439,1.70658e+09,1,1,10.7509,0.943538,1.0,1.07966,20,20,g1,Loose,Loose,Loose_L1,0
1441,1.70658e+09,1,1,10.8265,1.03141,1.0,1.059535,20,20,g1,Loose,Loose,Loose_L1,0
1443,1.70658e+09,1,1,11.9322,1.16113,1.0,1.10791,20,20,g1,Loose,Loose,Loose_L1,0
1445,1.70658e+09,1,1,8.72214,0.832746,1.0,1.10791,20,20,g1,Loose,Loose,Loose_L1,0
1447,1.70658e+09,1,1,8.66996,0.872752,1.0,1.10791,20,20,g1,Loose,Loose,Loose_L1,0
1449,1.70658e+09,1,1,6.58538,0.669401,1.0,1.10791,20,20,g1,Loose,Loose,Loose_L1,0
1451,1.70658e+09,1,1,10.9611,1.26073,1.0,1.13903,20,20,g1,Loose,Loose,Loose_L1,0
1453,1.70658e+09,1,1,9.08609,0.902374,1.0,1.13903,20,20,g1,Loose,Loose,Loose_L1,0
1455,1.70658e+09,1,1,7.90959,0.80905,1.0,1.13903,20,20,g1,Loose,Loose,Loose_L1,0
1457,1.70658e+09,1,1,8.20943,0.879093,1.0,1.13903,20,20,g1,Loose,Loose,Loose_L1,0
1459,1.70658e+09,1,1,8.54223,0.887381,1.0,1.10791,20,20,g1,Loose,Loose,Loose_L1,0
1461,1.70658e+09,1,1,9.86813,1.02963,1.0,1.059535,20,20,g1,Loose,Loose,Loose_L1,0
1463,1.70658e+09,1,1,8.62154,0.884888,1.0,1.03052,20,20,g1,Loose,Loose,Loose_L1,0
1465,1.70658e+09,1,1,9.316,0.990907,1.0,1.0102685,20,20,g1,Loose,Loose,Loose_L1,0
1467,1.70658e+09,1,1,10.3438,1.05022,1.0,1.0102685,20,20,g1,Loose,Loose,Loose_L1,0
1469,1.70658e+09,1,1,10.1383,1.01098,1.0,1.0009435,20,20,g1,Loose,Loose,Loose_L1,0
1471,1.70658e+09,1,1,10.2863,1.01815,1.0,1.0009435,20,20,g1,Loose,Loose,Loose_L1,0
1473,1.70658e+09,1,1,7.25021,0.693436,1.0,0.9672225,20,20,g1,Loose,Loose,Loose_L1,0
1475,1.70658e+09,1,1,10.3791,1.0929,1.0,0.9672225,20,20,g1,Loose,Loose,Loose_L1,0
1477,1.70658e+09,1,1,9.16326,0.916941,1.0,0.9302395,20,20,g1,Loose,Loose,Loose_L1,0
1479,1.70658e+09,1,1,12.5999,1.26767,1.0,0.953924,20,20,g1,Loose,Loose,Loose_L1,0
1481,1.70658e+09,1,1,11.0894,1.0575,1.0,0.953924,20,20,g1,Loose,Loose,Loose_L1,0
1483,1.70658e+09,1,1,9.1807,0.897302,1.0,0.9096575,20,20,g1,Loose,Loose,Loose_L1,0
1485,1.70658e+09,1,1,11.8142,1.18852,1.0,0.953924,20,20,g1,Loose,Loose,Loose_L1,0
1487,1.70658e+09,1,1,11.2722,1.07816,1.0,1.0009435,20,20,g1,Loose,Loose,Loose_L1,0
1489,1.70658e+09,1,1,12.2919,1.16314,1.0,1.0145650000000002,20,20,g1,Loose,Loose,Loose_L1,0
1491,1.70658e+09,1,1,10.0913,0.932002,1.0,1.0009435,20,20,g1,Loose,Loose,Loose_L1,0
1493,1.70658e+09,1,1,9.13252,0.884532,1.0,1.0009435,20,20,g1,Loose,Loose,Loose_L1,0
1495,1.70658e+09,1,1,9.62422,0.96321,1.0,1.0009435,20,20,g1,Loose,Loose,Loose_L1,0
1497,1.70658e+09,1,1,10.2434,1.00502,1.0,1.008,20,20,g1,Loose,Loose,Loose_L1,0
1499,1.70658e+09,1,1,12.6208,1.226,1.0,1.0145650000000002,20,20,g1,Loose,Loose,Loose_L1,0
1501,1.70658e+09,1,1,12.5219,1.1822,1.0,1.0145650000000002,20,20,g1,Loose,Loose,Loose_L1,0
1503,1.70658e+09,1,1,10.427,0.951126,1.0,1.0145650000000002,20,20,g1,Loose,Loose,Loose_L1,0
1505,1.70658e+09,1,1,10.6852,1.0521,1.0,1.034185,20,20,g1,Loose,Loose,Loose_L1,0
1507,1.70658e+09,1,1,12.1577,1.1942,1.0,1.035125,20,20,g1,Loose,Loose,Loose_L1,0
1509,1.70658e+09,1,1,13.9,1.30508,1.0,1.0548000000000002,20,20,g1,Loose,Loose,Loose_L1,0
1511,1.70658e+09,1,1,10.1057,0.923751,1.0,1.0548000000000002,20,20,g1,Loose,Loose,Loose_L1,0
1513,1.70658e+09,1,1,10.7671,1.03322,1.0,1.0548000000000002,20,20,g1,Loose,Loose,Loose_L1,0
1515,1.70658e+09,1,1,11.9536,1.17734,1.0,1.0548000000000002,20,20,g1,Loose,Loose,Loose_L1,0
1517,1.70658e+09,1,1,12.5395,1.17597,1.0,1.06783,20,20,g1,Loose,Loose,Loose_L1,0
1519,1.70658e+09,1,1,13.0766,1.20405,1.0,1.06783,20,20,g1,Loose,Loose,Loose_L1,0
1521,1.70658e+09,1,1,11.9948,1.07424,1.0,1.0762,20,20,g1,Loose,Loose,Loose_L1,0
1523,1.70658e+09,1,1,11.6074,1.0636,1.0,1.0762,20,20,g1,Loose,Loose,Loose_L1,0
1525,1.70658e+09,1,1,11.4669,1.05591,1.0,1.06892,20,20,g1,Loose,Loose,Loose_L1,0
1527,1.70658e+09,1,1,13.0387,1.22868,1.0,1.06892,20,20,g1,Loose,Loose,Loose_L1,0
1529,1.70658e+09,1,1,12.2142,1.11969,1.0,1.06892,20,20,g1,Loose,Loose,Loose_L1,0
1531,1.70658e+09,1,1,19.1371,1.70788,1.0,1.096965,20,20,g1,Loose,Loose,Loose_L1,0
1533,1.70658e+09,1,1,14.7765,1.19575,1.0,1.14783,20,20,g1,Loose,Loose,Loose_L1,0
1535,1.70658e+09,1,1,15.8924,1.32804,1.0,1.176655,20,20,g1,Loose,Loose,Loose_L1,0
1537,1.70658e+09,1,1,14.9917,1.23658,1.0,1.17977,20,20,g1,Loose,Loose,Loose_L1,0
1539,1.70658e+09,1,1,12.0981,1.04851,1.0,1.176655,20,20,g1,Loose,Loose,Loose_L1,0
1541,1.70658e+09,1,1,12.3234,1.02695,1.0,1.14783,20,20,g1,Loose,Loose,Loose_L1,0
1543,1.70658e+09,1,1,13.3133,1.23167,1.0,1.176655,20,20,g1,Loose,Loose,Loose_L1,0
1545,1.70658e+09,1,1,12.4384,1.07809,1.0,1.176655,20,20,g1,Loose,Loose,Loose_L1,0
1547,1.70658e+09,1,1,13.8861,1.26365,1.0,1.176655,20,20,g1,Loose,Loose,Loose_L1,0
1549,1.70658e+09,1,1,11.428,0.959243,1.0,1.14783,20,20,g1,Loose,Loose,Loose_L1,0
1551,1.70658e+09,1,1,9.62725,0.863086,1.0,1.14783,20,20,g1,Loose,Loose,Loose_L1,0
1553,1.70658e+09,1,1,9.4727,0.874771,1.0,1.14783,20,20,g1,Loose,Loose,Loose_L1,0
1555,1.70658e+09,1,1,10.1266,0.962388,1.0,1.09889,20,20,g1,Loose,Loose,Loose_L1,0
1557,1.70658e+09,1,1,8.92327,0.872611,1.0,1.076165,20,20,g1,Loose,Loose,Loose_L1,0
1559,1.70658e+09,1,1,7.72979,0.768299,1.0,1.06892,20,20,g1,Loose,Loose,Loose_L1,0
1561,1.70658e+09,1,1,8.59022,0.854788,1.0,1.059755,20,20,g1,Loose,Loose,Loose_L1,0
1563,1.70658e+09,1,1,8.65301,0.880192,1.0,1.05221,20,20,g1,Loose,Loose,Loose_L1,0
1565,1.70658e+09,1,1,6.95301,0.755173,1.0,1.03773,20,20,g1,Loose,Loose,Loose_L1,0
1567,1.70658e+09,1,1,8.42285,0.94949,1.0,0.994669,20,20,g1,Loose,Loose,Loose_L1,0
1569,1.70658e+09,1,1,7.85037,0.837153,1.0,0.9608155,20,20,g1,Loose,Loose,Loose_L1,0
1571,1.70658e+09,1,1,8.02844,0.868157,1.0,0.9543664999999999,20,20,g1,Loose,Loose,Loose_L1,0
1573,1.70658e+09,1,1,8.93994,0.961239,1.0,0.9543664999999999,20,20,g1,Loose,Loose,Loose_L1,0
1575,1.70658e+09,1,1,6.59344,0.683347,1.0,0.914841,20,20,g1,Loose,Loose,Loose_L1,0
1577,1.70658e+09,1,1,5.39745,0.608035,1.0,0.8774815,20,20,g1,Loose,Loose,Loose_L1,0
1579,1.70658e+09,1,1,6.54963,0.79713,1.0,0.873691,20,20,g1,Loose,Loose,Loose_L1,0
1581,1.70658e+09,1,1,6.04252,0.698515,1.0,0.870384,20,20,g1,Loose,Loose,Loose_L1,0
1583,1.70658e+09,1,1,5.76053,0.666953,1.0,0.8656215,20,20,g1,Loose,Loose,Loose_L1,0
1585,1.70658e+09,1,1,7.86859,0.926517,1.0,0.8656215,20,20,g1,Loose,Loose,Loose_L1,0
1587,1.70658e+09,1,1,7.87772,0.865315,1.0,0.8642004999999999,20,20,g1,Loose,Loose,Loose_L1,0
1589,1.70658e+09,0,0,nan,nan,1.0,0.8642004999999999,20,20,g1,Loose,Loose,Native,0
1591,1.70658e+09,1,1,8.24741,0.554163,1.0,0.8589370000000001,20,20,g1,Loose,Loose,Loose_L1,0
1593,1.70658e+09,1,1,9.88612,0.955972,1.0,0.8600515,20,20,g1,Loose,Loose,Loose_L1,0
1595,1.70658e+09,1,1,10.8018,1.06555,1.0,0.8600515,20,20,g1,Loose,Loose,Loose_L1,0
1597,1.70658e+09,1,1,8.50731,0.82788,1.0,0.8459705,20,20,g1,Loose,Loose,Loose_L1,0
1599,1.70658e+09,1,1,10.0483,1.03849,1.0,0.8459705,20,20,g1,Loose,Loose,Loose_L1,0
1601,1.70658e+09,1,1,8.68603,0.863606,1.0,0.859197,20,20,g1,Loose,Loose,Loose_L1,0
1603,1.70658e+09,1,1,8.93691,0.917351,1.0,0.8644605,20,20,g1,Loose,Loose,Loose_L1,0
1605,1.70658e+09,1,1,10.3569,1.0824,1.0,0.8644605,20,20,g1,Loose,Loose,Loose_L1,0
1607,1.70658e+09,1,1,10.9776,1.09373,1.0,0.866736,20,20,g1,Loose,Loose,Loose_L1,0
1609,1.70658e+09,1,1,12.2547,1.20118,1.0,0.866736,20,20,g1,Loose,Loose,Loose_L1,0
1611,1.70658e+09,1,1,13.0211,1.20645,1.0,0.892754,20,20,g1,Loose,Loose,Loose_L1,0
1613,1.70658e+09,1,1,13.9968,1.2718,1.0,0.921934,20,20,g1,Loose,Loose,Loose_L1,0
1615,1.70658e+09,1,1,12.8509,1.1431,1.0,0.921934,20,20,g1,Loose,Loose,Loose_L1,0
1617,1.70658e+09,1,1,12.5119,1.11472,1.0,0.9412445,20,20,g1,Loose,Loose,Loose_L1,0
1619,1.70658e+09,1,1,10.1923,0.936001,1.0,0.9459865000000001,20,20,g1,Loose,Loose,Loose_L1,0
1621,1.70658e+09,1,1,13.1799,1.28088,1.0,0.997231,20,20,g1,Loose,Loose,Loose_L1,0
1623,1.70658e+09,1,1,11.6054,1.0837,1.0,1.05202,20,20,g1,Loose,Loose,Loose_L1,0
1625,1.70658e+09,1,1,13.5439,1.2729,1.0,1.073975,20,20,g1,Loose,Loose,Loose_L1,0
1627,1.70658e+09,1,1,10.5194,0.944743,1.0,1.073975,20,20,g1,Loose,Loose,Loose_L1,0
1629,1.70658e+09,1,1,13.2248,1.26008,1.0,1.08305,20,20,g1,Loose,Loose,Loose_L1,0
1631,1.70658e+09,1,1,10.7547,0.980465,1.0,1.08305,20,20,g1,Loose,Loose,Loose_L1,0
1633,1.70658e+09,1,1,11.6191,1.10749,1.0,1.088715,20,20,g1,Loose,Loose,Loose_L1,0
1635,1.70658e+09,1,1,8.94777,0.852555,1.0,1.088715,20,20,g1,Loose,Loose,Loose_L1,0
1637,1.70658e+09,1,1,10.6841,1.08717,1.0,1.0904500000000001,20,20,g1,Loose,Loose,Loose_L1,0
1639,1.70658e+09,1,1,9.32738,0.922056,1.0,1.0904500000000001,20,20,g1,Loose,Loose,Loose_L1,0
1641,1.70658e+09,1,1,10.6723,1.07903,1.0,1.0904500000000001,20,20,g1,Loose,Loose,Loose_L1,0
1643,1.70658e+09,0,0,nan,nan,1.0,1.0904500000000001,20,20,g1,Loose,Loose,Native,0
1645,1.70658e+09,1,1,9.32698,0.59535,1.0,1.0904500000000001,20,20,g1,Loose,Loose,Loose_L1,0
1647,1.70658e+09,1,1,8.30853,0.757478,1.0,1.0904500000000001,20,20,g1,Loose,Loose,Loose_L1,0
1649,1.70658e+09,1,1,7.27635,0.73595,1.0,1.085435,20,20,g1,Loose,Loose,Loose_L1,0
1651,1.70658e+09,1,1,8.86228,0.95248,1.0,1.081365,20,20,g1,Loose,Loose,Loose_L1,0
1653,1.70658e+09,1,1,8.30462,0.87351,1.0,1.0297475,20,20,g1,Loose,Loose,Loose_L1,0
1655,1.70658e+09,1,1,8.16628,0.859954,1.0,0.9664725000000001,20,20,g1,Loose,Loose,Loose_L1,0
1657,1.70658e+09,1,1,9.97817,1.06107,1.0,0.9664725000000001,20,20,g1,Loose,Loose,Loose_L1,0
1659,1.70658e+09,1,1,8.96142,0.900314,1.0,0.9486114999999999,20,20,g1,Loose,Loose,Loose_L1,0
1661,1.70658e+09,1,1,7.41967,0.757733,1.0,0.9486114999999999,20,20,g1,Loose,Loose,Loose_L1,0
1663,1.70658e+09,1,1,7.90461,0.851255,1.0,0.9333994999999999,20,20,g1,Loose,Loose,Loose_L1,0
1665,1.70658e+09,1,1,7.51367,0.799328,1.0,0.9111849999999999,20,20,g1,Loose,Loose,Loose_L1,0
1667,1.70658e+09,1,1,6.48828,0.714943,1.0,0.8869119999999999,20,20,g1,Loose,Loose,Loose_L1,0
1669,1.70658e+09,1,1,7.80903,0.888136,1.0,0.880823,20,20,g1,Loose,Loose,Loose_L1,0
1671,1.70658e+09,1,1,9.10513,0.991669,1.0,0.880823,20,20,g1,Loose,Loose,Loose_L1,0
1673,1.70658e+09,1,1,9.16785,0.954189,1.0,0.880823,20,20,g1,Loose,Loose,Loose_L1,0
1675,1.70658e+09,1,1,9.10435,0.922848,1.0,0.880823,20,20,g1,Loose,Loose,Loose_L1,0
1677,1.70658e+09,1,1,8.59548,0.864085,1.0,0.880823,20,20,g1,Loose,Loose,Loose_L1,0
1679,1.70658e+09,1,1,10.0858,1.05604,1.0,0.880823,20,20,g1,Loose,Loose,Loose_L1,0
1681,1.70658e+09,1,1,10.8329,1.06597,1.0,0.880823,20,20,g1,Loose,Loose,Loose_L1,0
1683,1.70658e+09,1,1,11.3591,1.10341,1.0,0.880823,20,20,g1,Loose,Loose,Loose_L1,0
1685,1.70658e+09,1,1,11.456,1.08951,1.0,0.894225,20,20,g1,Loose,Loose,Loose_L1,0
1687,1.70658e+09,1,1,13.5942,1.28756,1.0,0.911581,20,20,g1,Loose,Loose,Loose_L1,0
1689,1.70658e+09,1,1,13.4609,1.22336,1.0,0.937664,20,20,g1,Loose,Loose,Loose_L1,0
1691,1.70658e+09,1,1,16.728,1.48581,1.0,0.9385185,20,20,g1,Loose,Loose,Loose_L1,0
1693,1.70658e+09,1,1,13.4605,1.14888,1.0,0.9729289999999999,20,20,g1,Loose,Loose,Loose_L1,0
1695,1.70658e+09,1,1,12.6133,1.09342,1.0,1.0238545000000001,20,20,g1,Loose,Loose,Loose_L1,0
1697,1.70658e+09,1,1,13.4952,1.23566,1.0,1.0238545000000001,20,20,g1,Loose,Loose,Loose_L1,0
1699,1.70658e+09,1,1,11.8712,1.08805,1.0,1.0610050000000002,20,20,g1,Loose,Loose,Loose_L1,0
1701,1.70658e+09,1,1,10.4167,0.967615,1.0,1.0610050000000002,20,20,g1,Loose,Loose,Loose_L1,0
1703,1.70658e+09,1,1,10.2132,0.931333,1.0,1.0610050000000002,20,20,g1,Loose,Loose,Loose_L1,0
1705,1.70658e+09,1,1,8.8141,0.858361,1.0,1.0610050000000002,20,20,g1,Loose,Loose,Loose_L1,0
1707,1.70658e+09,1,1,8.09901,0.843076,1.0,1.0610050000000002,20,20,g1,Loose,Loose,Loose_L1,0
1709,1.70658e+09,1,1,7.43181,0.787783,1.0,1.0610050000000002,20,20,g1,Loose,Loose,Loose_L1,0
1711,1.70658e+09,1,1,6.70686,0.727755,1.0,1.0610050000000002,20,20,g1,Loose,Loose,Loose_L1,0
1713,1.70658e+09,1,1,6.22354,0.701905,1.0,1.0610050000000002,20,20,g1,Loose,Loose,Loose_L1,0
1715,1.70658e+09,1,1,6.93804,0.803441,1.0,1.0610050000000002,20,20,g1,Loose,Loose,Loose_L1,0
1717,1.70658e+09,1,1,6.48421,0.739939,1.0,1.0610050000000002,20,20,g1,Loose,Loose,Loose_L1,0
1719,1.70658e+09,1,1,6.64627,0.75673,1.0,1.0167925,20,20,g1,Loose,Loose,Loose_L1,0
1721,1.70658e+09,1,1,5.41278,0.610646,1.0,0.9494739999999999,20,20,g1,Loose,Loose,Loose_L1,0
1723,1.70658e+09,1,1,4.62544,0.558324,1.0,0.894847,20,20,g1,Loose,Loose,Loose_L1,0
1725,1.70658e+09,1,1,6.11482,0.780055,1.0,0.8507185,20,20,g1,Loose,Loose,Loose_L1,0
1727,1.70658e+09,1,1,6.88588,0.828334,1.0,0.835705,20,20,g1,Loose,Loose,Loose_L1,0
1729,1.70658e+09,1,1,5.4406,0.618731,1.0,0.8158875,20,20,g1,Loose,Loose,Loose_L1,0
1731,1.70658e+09,1,1,5.59686,0.668848,1.0,0.795612,20,20,g1,Loose,Loose,Loose_L1,0
1733,1.70658e+09,1,1,6.63706,0.788309,1.0,0.788046,20,20,g1,Loose,Loose,Loose_L1,0
1735,1.70658e+09,1,1,6.7702,0.782052,1.0,0.7849174999999999,20,20,g1,Loose,Loose,Loose_L1,0
1737,1.70658e+09,1,1,5.851,0.665197,1.0,0.7810535000000001,20,20,g1,Loose,Loose,Loose_L1,0
1739,1.70658e+09,1,1,7.78755,0.91415,1.0,0.7810535000000001,20,20,g1,Loose,Loose,Loose_L1,0
1741,1.70658e+09,1,1,5.99606,0.661039,1.0,0.7683925,20,20,g1,Loose,Loose,Loose_L1,0
1743,1.70658e+09,1,1,5.28878,0.611547,1.0,0.7483345,20,20,g1,Loose,Loose,Loose_L1,0
1745,1.70658e+09,1,1,4.9505,0.591878,1.0,0.733847,20,20,g1,Loose,Loose,Loose_L1,0
1747,1.70658e+09,1,1,7.30221,0.897666,1.0,0.733847,20,20,g1,Loose,Loose,Loose_L1,0
1749,1.70658e+09,1,1,6.7312,0.754638,1.0,0.733847,20,20,g1,Loose,Loose,Loose_L1,0
1751,1.70658e+09,1,1,6.91532,0.781772,1.0,0.7472885,20,20,g1,Loose,Loose,Loose_L1,0
1753,1.70658e+09,1,1,8.89247,1.00967,1.0,0.755684,20,20,g1,Loose,Loose,Loose_L1,0
1755,1.70658e+09,1,1,8.50825,0.889687,1.0,0.755684,20,20,g1,Loose,Loose,Loose_L1,0
1757,1.70658e+09,1,1,8.01284,0.848832,1.0,0.7683925,20,20,g1,Loose,Loose,Loose_L1,0
1759,1.70658e+09,1,1,7.81111,0.828882,1.0,0.7809135,20,20,g1,Loose,Loose,Loose_L1,0
1761,1.70658e+09,1,1,8.12863,0.873635,1.0,0.7819119999999999,20,20,g1,Loose,Loose,Loose_L1,0
1763,1.70658e+09,1,1,8.54631,0.912761,1.0,0.7851805000000001,20,20,g1,Loose,Loose,Loose_L1,0
1765,1.70658e+09,1,1,9.73118,1.0242,1.0,0.8083215,20,20,g1,Loose,Loose,Loose_L1,0
1767,1.70658e+09,1,1,13.0051,1.32339,1.0,0.8085955,20,20,g1,Loose,Loose,Loose_L1,0
1769,1.70658e+09,1,1,14.3836,1.3497,1.0,0.838857,20,20,g1,Loose,Loose,Loose_L1,0
1771,1.70658e+09,1,1,11.9032,1.06198,1.0,0.8612335,20,20,g1,Loose,Loose,Loose_L1,0
1773,1.70658e+09,1,1,10.2235,0.952544,1.0,0.881661,20,20,g1,Loose,Loose,Loose_L1,0
1775,1.70658e+09,1,1,8.24975,0.806306,1.0,0.881661,20,20,g1,Loose,Loose,Loose_L1,0
1777,1.70658e+09,1,1,8.44633,0.879252,1.0,0.8844695,20,20,g1,Loose,Loose,Loose_L1,0
1779,1.70658e+09,1,1,6.40165,0.669429,1.0,0.8764435,20,20,g1,Loose,Loose,Loose_L1,0
1781,1.70658e+09,1,1,9.36939,1.06503,1.0,0.8844695,20,20,g1,Loose,Loose,Loose_L1,0
1783,1.70658e+09,1,1,9.00702,0.936525,1.0,0.8936765,20,20,g1,Loose,Loose,Loose_L1,0
1785,1.70658e+09,1,1,8.66201,0.899028,1.0,0.898347,20,20,g1,Loose,Loose,Loose_L1,0
1787,1.70658e+09,1,1,8.21173,0.85993,1.0,0.8943575,20,20,g1,Loose,Loose,Loose_L1,0
1789,1.70658e+09,1,1,7.75623,0.815524,1.0,0.8943575,20,20,g1,Loose,Loose,Loose_L1,0
1791,1.70658e+09,1,1,8.59974,0.934059,1.0,0.9058945,20,20,g1,Loose,Loose,Loose_L1,0
1793,1.70658e+09,1,1,9.51221,0.996347,1.0,0.9058945,20,20,g1,Loose,Loose,Loose_L1,0
1795,1.70658e+09,1,1,11.1647,1.14426,1.0,0.9234100000000001,20,20,g1,Loose,Loose,Loose_L1,0
1797,1.70658e+09,1,1,11.1707,1.09253,1.0,0.935292,20,20,g1,Loose,Loose,Loose_L1,0
1799,1.70658e+09,1,1,12.618,1.21092,1.0,0.9445345,20,20,g1,Loose,Loose,Loose_L1,0
1801,1.70658e+09,1,1,13.7535,1.26727,1.0,0.9744455,20,20,g1,Loose,Loose,Loose_L1,0
1803,1.70658e+09,1,1,12.4925,1.11715,1.0,1.0102735,20,20,g1,Loose,Loose,Loose_L1,0
1805,1.70658e+09,1,1,11.8089,1.07931,1.0,1.0291635,20,20,g1,Loose,Loose,Loose_L1,0
1807,1.70658e+09,1,1,11.8861,1.12169,1.0,1.0291635,20,20,g1,Loose,Loose,Loose_L1,0
1809,1.70658e+09,1,1,12.116,1.12732,1.0,1.0291635,20,20,g1,Loose,Loose,Loose_L1,0
1811,1.70658e+09,1,1,10.7431,0.997773,1.0,0.9970600000000001,20,20,g1,Loose,Loose,Loose_L1,0
1813,1.70658e+09,1,1,12.739,1.21945,1.0,1.0314014999999999,20,20,g1,Loose,Loose,Loose_L1,0
1815,1.70658e+09,1,1,9.2387,0.855768,1.0,1.0314014999999999,20,20,g1,Loose,Loose,Loose_L1,0
1817,1.70658e+09,1,1,8.13989,0.805557,1.0,1.0314014999999999,20,20,g1,Loose,Loose,Loose_L1,0
1819,1.70658e+09,1,1,7.28197,0.764687,1.0,1.0314014999999999,20,20,g1,Loose,Loose,Loose_L1,0
