timestamp,attempted,la_pa,la_pr,lr_pa,lr_pr,inv_nf,inv_neg,r_min,r_mean,r_max,s_min,s_mean,s_max,z_min,z_mean,z_max,pv_min,pv_mean,pv_max,sv_min,sv_mean,sv_max,rv_min,rv_mean,rv_max,tv_min,tv_mean,tv_max,cnt_mean_mean,cnt_max_mean,probe_rescued,bin1_n,bin1_lapr,bin2_n,bin2_lapr,bin3_n,bin3_lapr,bin4_n,bin4_lapr,bin5_n,bin5_lapr,bin1_pv,bin1_z,bin2_pv,bin2_z,bin3_pv,bin3_z,bin4_pv,bin4_z,bin5_pv,bin5_z
1609059030.66,2047,2046,1,0,0,0,0,0.0802861541679,0.0802861541679,0.0802861541679,0.000590662884917,0.000590662884917,0.000590662884917,3.30347339805,3.30347339805,3.30347339805,0.000191248782632,0.000191248782632,0.000191248782632,0.000256628314017,0.000256628314017,0.000256628314017,0.000128778815542,0.000128778815542,0.000128778815542,1.40069727264e-05,1.40069727264e-05,1.40069727264e-05,11.3999996185,20,1,1,0,5,0,149,0,897,1,995,0,0,0,0,0,0,0,0.000191248782632,3.30347339805,0,0
1609059030.77,2050,2048,2,0,0,0,0,0.0785334665821,0.0829129790898,0.0872924915974,0.000527544363006,0.000565503010672,0.000603461658338,3.41920606256,3.48633555842,3.55346505428,3.40180339244e-05,0.000115847865449,0.000197677696973,0.000158900995553,0.000207759038291,0.000256617081028,0.000134849337504,0.000229190329639,0.000323531321775,1.10940117535e-05,1.27057772926e-05,1.43175428317e-05,11.8999996185,20,2,1,0,7,0,165,0,892,2,985,0,0,0,0,0,0,0,0.000115847865449,3.48633555842,0,0
1609059030.87,2059,2056,2,1,0,0,0,0.0804827212512,0.0845929818189,0.0887032423866,0.00060696017527,0.000621621080934,0.000636281986598,3.19064023864,3.39555594883,3.60047165903,6.30259984692e-05,0.00013615326715,0.000209280535831,0.0002565900485,0.000311372584433,0.000366155120366,0.00012649671205,0.000161123417656,0.000195750123262,1.13507445011e-05,1.29718116949e-05,1.45928788888e-05,12.8999996185,20,2,1,0,7,0,153,0,893,1,1005,1,0,0,0,0,0,0,0.000209280535831,3.60047165903,6.30259984692e-05,3.19064023864
1609059030.97,2079,2076,3,0,0,0,0,0.0723835049029,0.0803253502075,0.095134792719,0.000494141254121,0.000669301649724,0.000917455525758,3.00816919804,3.13507971771,3.25622234207,3.37948128609e-05,0.00019512743952,0.000347755928625,0.000159003538861,0.000208523658161,0.000256630235452,0.000121334467392,0.000253235539582,0.000348259839713,1.12305907578e-05,1.24150124608e-05,1.45118893735e-05,12.933333079,20,3,1,0,10,0,172,0,892,2,1004,1,0,0,0,0,0,0,0.000118813194968,3.13219577005,0.000347755928625,3.14084761303
1609059031.07,2057,2055,2,0,0,0,0,0.0766434948081,0.0832413372294,0.0898391796506,0.000477466737969,0.000537431127613,0.000597395517257,3.13577085913,3.62360665818,4.11144245724,2.58051966124e-05,0.000116619000727,0.000207432804842,0.000158941683166,0.000207769684333,0.000256597685501,0.000119351038468,0.000200618744348,0.000281886450228,1.08334079629e-05,1.24236982046e-05,1.40139884463e-05,11.8999996185,20,1,0,0,6,0,160,0,915,2,976,0,0,0,0,0,0,0,0.000116619000727,3.62360665818,0,0
1609059031.18,2045,2044,1,0,0,0,0,0.297009781552,0.297009781552,0.297009781552,0.00709799883632,0.00709799883632,0.00709799883632,3.5253544632,3.5253544632,3.5253544632,0.000196292922187,0.000196292922187,0.000196292922187,0.000314710944325,0.000314710944325,0.000314710944325,0.00656600458597,0.00656600458597,0.00656600458597,2.09903838444e-05,2.09903838444e-05,2.09903838444e-05,8.19999980927,20,0,2,0,5,0,160,1,875,0,1003,0,0,0,0,0,0.000196292922187,3.5253544632,0,0,0,0
1609059031.28,2061,2061,0,0,0,0,0,1e+300,0,0,1e+300,0,0,1e+300,0,0,1e+300,0,0,1e+300,0,0,1e+300,0,0,1e+300,0,0,0,0,0,2,0,6,0,164,0,896,0,993,0,0,0,0,0,0,0,0,0,0,0
1609059031.38,2038,2036,2,0,0,0,0,0.0753317656143,0.0951042512002,0.114876736786,0.000137660429875,0.000412875800553,0.000688091171231,4.3793443734,5.39995719088,6.42057000836,1.87286150646e-06,7.25397586285e-05,0.000143206655751,5.65862877111e-05,0.000208014835348,0.000359443382984,6.36793077125e-05,0.000118696677494,0.000173714047276,1.17270852195e-05,1.36245290822e-05,1.55219729449e-05,10.0000002384,20,1,0,0,6,0,156,1,872,1,1004,0,0,0,0,0,0.000143206655751,4.3793443734,1.87286150646e-06,6.42057000836,0,0
1609059031.45,2064,2063,1,0,0,0,0,0.178408382055,0.178408382055,0.178408382055,0.00129172671478,0.00129172671478,0.00129172671478,4.9639789818,4.9639789818,4.9639789818,0.000145765769838,0.000145765769838,0.000145765769838,3.1344753457e-06,3.1344753457e-06,3.1344753457e-06,0.00112640372176,0.00112640372176,0.00112640372176,1.64227478364e-05,1.64227478364e-05,1.64227478364e-05,12,20,0,1,0,5,0,166,0,899,1,993,0,0,0,0,0,0,0,0.000145765769838,4.9639789818,0,0
1609059031.56,2070,2068,2,0,0,0,0,0.0786161009532,0.0787815230235,0.0789469450939,0.000628040501987,0.000650846374347,0.000673652246707,3.04170749616,3.08936514638,3.1370227966,6.35786390783e-05,9.75300437994e-05,0.00013148144852,0.000359489966232,0.000362829392501,0.000366168818769,0.000172263784651,0.000180307700704,0.000188351616756,9.94142738334e-06,1.01792373434e-05,1.04170473034e-05,10.8999998569,20,2,1,0,7,0,165,1,894,0,1003,1,0,0,0,0,0.00013148144852,3.04170749616,0,0,6.35786390783e-05,3.1370227966
1609059031.66,2057,2056,1,0,0,0,0,0.0758177081882,0.0758177081882,0.0758177081882,0.000634444008184,0.000634444008184,0.000634444008184,3.01005202835,3.01005202835,3.01005202835,6.69188376606e-05,6.69188376606e-05,6.69188376606e-05,0.000366217238307,0.000366217238307,0.000366217238307,0.000190730827368,0.000190730827368,0.000190730827368,1.05771048484e-05,1.05771048484e-05,1.05771048484e-05,14.3999996185,20,1,2,0,6,0,159,0,870,0,1020,1,0,0,0,0,0,0,0,0,6.69188376606e-05,3.01005202835
1609059031.76,2045,2044,1,0,0,0,0,0.0860120285278,0.0860120285278,0.0860120285278,0.000592024683014,0.000592024683014,0.000592024683014,3.53499890266,3.53499890266,3.53499890266,0.000193873958732,0.000193873958732,0.000193873958732,0.000256563254336,0.000256563254336,0.000256563254336,0.000127297941561,0.000127297941561,0.000127297941561,1.42895283851e-05,1.42895283851e-05,1.42895283851e-05,11.3999996185,20,1,1,0,5,0,154,0,874,1,1011,0,0,0,0,0,0,0,0.000193873958732,3.53499890266,0,0
1609059031.87,2050,2050,0,0,0,0,0,1e+300,0,0,1e+300,0,0,1e+300,0,0,1e+300,0,0,1e+300,0,0,1e+300,0,0,1e+300,0,0,0,0,0,1,0,7,0,158,0,867,0,1017,0,0,0,0,0,0,0,0,0,0,0
1609059031.97,2067,2066,1,0,0,0,0,0.10754474856,0.10754474856,0.10754474856,0.000475180677653,0.000475180677653,0.000475180677653,4.93355327444,4.93355327444,4.93355327444,2.59740234403e-05,2.59740234403e-05,2.59740234403e-05,0.000158988644717,0.000158988644717,0.000158988644717,0.000279720708791,0.000279720708791,0.000279720708791,1.04973007042e-05,1.04973007042e-05,1.04973007042e-05,12.3999996185,20,0,0,0,7,0,160,0,882,1,1018,0,0,0,0,0,0,0,2.59740234403e-05,4.93355327444,0,0
1609059032.07,2059,2057,2,0,0,0,0,0.0766203671373,0.0770353724435,0.0774503777496,0.000593033205333,0.000616376709395,0.000639720213457,3.02934817852,3.10488247389,3.18041676926,8.1324572118e-05,0.000143127827293,0.000204931082468,0.000256569944712,0.000311358202531,0.00036614646035,0.000117776353727,0.000149501332378,0.000181226311029,1.10228699594e-05,1.23893471924e-05,1.37558244255e-05,12.8999996185,20,2,1,0,5,0,153,0,883,1,1017,1,0,0,0,0,0,0,0.000204931082468,3.18041676926,8.1324572118e-05,3.02934817852
1609059032.18,2067,2065,2,0,0,0,0,0.0845681751253,0.0857338273055,0.0868994794858,0.000598516151796,0.000620468771631,0.000642421391466,3.33654481363,3.44429809051,3.55205136739,7.79712785983e-05,0.000142143204469,0.000206315130341,0.000256644174328,0.000311426447051,0.000366208719774,0.000121410087254,0.000154279551783,0.000187149016313,1.10923767808e-05,1.26195683272e-05,1.41467598736e-05,12.8999996185,20,2,2,0,5,0,152,0,898,1,1010,1,0,0,0,0,0,0,0.000206315130341,3.55205136739,7.79712785983e-05,3.33654481363
1609059032.28,2059,2056,3,0,0,0,0,0.0786733738484,0.127638825216,0.22389624225,0.000483447896428,0.00214167370331,0.00532638324393,3.06782511768,3.29798888659,3.65421477359,3.36810047109e-05,7.70083753692e-05,0.000140766272067,0.000158973421624,0.000259337117735,0.000366190550191,0.000181059348775,0.00179095329729,0.00491204006637,1.10329933809e-05,1.43749129175e-05,2.07295241032e-05,10.7999997139,20,3,2,0,4,0,154,1,885,1,1014,1,0,0,0,0,0.000140766272067,3.06782511768,3.36810047109e-05,3.65421477359,5.65778493295e-05,3.1719267685
1609059032.38,2070,2070,0,0,0,0,0,1e+300,0,0,1e+300,0,0,1e+300,0,0,1e+300,0,0,1e+300,0,0,1e+300,0,0,1e+300,0,0,0,0,0,3,0,6,0,154,0,890,0,1017,0,0,0,0,0,0,0,0,0,0,0
1609059032.48,2054,2054,0,0,0,0,0,1e+300,0,0,1e+300,0,0,1e+300,0,0,1e+300,0,0,1e+300,0,0,1e+300,0,0,1e+300,0,0,0,0,0,1,0,5,0,150,0,874,0,1024,0,0,0,0,0,0,0,0,0,0,0
1609059032.55,2052,2050,2,0,0,0,0,0.0755480845371,0.166016671764,0.256485258991,0.000568273316857,0.00216378341784,0.00375929351882,3.16916481381,3.67618560047,4.18320638712,6.97204697255e-05,0.00010231834705,0.000134916224374,0.00025494216672,0.000310555323532,0.000366168480344,0.000123422032793,0.00173744148601,0.00335146093922,8.96233399354e-06,1.34682612479e-05,1.79741885023e-05,10.0999999046,20,1,1,0,4,0,149,1,865,0,1033,1,0,0,0,0,0.000134916224374,4.18320638712,0,0,6.97204697255e-05,3.16916481381
1609059032.66,2048,2048,0,0,0,0,0,1e+300,0,0,1e+300,0,0,1e+300,0,0,1e+300,0,0,1e+300,0,0,1e+300,0,0,1e+300,0,0,0,0,0,2,0,9,0,150,0,888,0,999,0,0,0,0,0,0,0,0,0,0,0
1609059032.76,2071,2070,1,0,0,0,0,0.0732578563262,0.0732578563262,0.0732578563262,0.000590505544876,0.000590505544876,0.000590505544876,3.01468691665,3.01468691665,3.01468691665,0.000187607732865,0.000187607732865,0.000187607732865,0.000256641475161,0.000256641475161,0.000256641475161,0.00013184019936,0.00013184019936,0.00013184019936,1.44161374898e-05,1.44161374898e-05,1.44161374898e-05,11.3999996185,20,1,3,0,7,0,138,0,905,1,1018,0,0,0,0,0,0,0,0.000187607732865,3.01468691665,0,0
1609059032.86,2053,2052,1,0,0,0,0,0.0833365423486,0.0833365423486,0.0833365423486,0.000609718153117,0.000609718153117,0.000609718153117,3.37497775596,3.37497775596,3.37497775596,0.000197511859478,0.000197511859478,0.000197511859478,0.000256618356671,0.000256618356671,0.000256618356671,0.000140690743643,0.000140690743643,0.000140690743643,1.48971933247e-05,1.48971933247e-05,1.48971933247e-05,11.3999996185,20,1,2,0,8,0,145,0,876,1,1022,0,0,0,0,0,0,0,0.000197511859478,3.37497775596,0,0
1609059032.97,2064,2062,1,1,0,0,0,0.0744296375657,0.0744296375657,0.0744296375657,0.000588249487148,0.000588249487148,0.000588249487148,3.06877555188,3.06877555188,3.06877555188,0.000197426264659,0.000197426264659,0.000197426264659,0.000256617425323,0.000256617425323,0.000256617425323,0.000119941386296,0.000119941386296,0.000119941386296,1.42644108706e-05,1.42644108706e-05,1.42644108706e-05,11.3999996185,20,1,1,0,3,0,150,0,876,1,1034,0,0,0,0,0,0,0,0.000197426264659,3.06877555188,0,0
1609059033.07,2058,2058,0,0,0,0,0,1e+300,0,0,1e+300,0,0,1e+300,0,0,1e+300,0,0,1e+300,0,0,1e+300,0,0,1e+300,0,0,0,0,0,1,0,4,0,141,0,873,0,1039,0,0,0,0,0,0,0,0,0,0,0
1609059033.17,2072,2070,2,0,0,0,0,0.0762485601107,0.077638203381,0.0790278466513,0.000585903654159,0.000632720934296,0.000679538214433,3.03160912855,3.09083353981,3.15005795107,0.000122917767267,0.000160728481358,0.000198539195449,0.000256579885738,0.000306143752499,0.00035570761926,0.000117176914749,0.00015356704138,0.000189957168012,1.09556598942e-05,1.22816590589e-05,1.36076582236e-05,9.49999976158,20,2,1,0,3,0,144,1,891,1,1033,0,0,0,0,0,0.000122917767267,3.03160912855,0.000198539195449,3.15005795107,0,0
1609059033.27,2072,2071,1,0,0,0,0,0.0852580158318,0.0852580158318,0.0852580158318,0.000602144746518,0.000602144746518,0.000602144746518,3.47443963372,3.47443963372,3.47443963372,0.000206319904493,0.000206319904493,0.000206319904493,0.000256566717869,0.000256566717869,0.000256566717869,0.000125410873001,0.000125410873001,0.000125410873001,1.38472511556e-05,1.38472511556e-05,1.38472511556e-05,11.3999996185,20,1,3,0,6,0,145,0,878,1,1040,0,0,0,0,0,0,0,0.000206319904493,3.47443963372,0,0
1609059033.38,2071,2071,0,0,0,0,0,1e+300,0,0,1e+300,0,0,1e+300,0,0,1e+300,0,0,1e+300,0,0,1e+300,0,0,1e+300,0,0,0,0,0,1,0,6,0,146,0,869,0,1049,0,0,0,0,0,0,0,0,0,0,0
1609059033.48,2070,2070,0,0,0,0,0,1e+300,0,0,1e+300,0,0,1e+300,0,0,1e+300,0,0,1e+300,0,0,1e+300,0,0,1e+300,0,0,0,0,0,1,0,3,0,142,0,889,0,1035,0,0,0,0,0,0,0,0,0,0,0
1609059033.58,2060,2060,0,0,0,0,0,1e+300,0,0,1e+300,0,0,1e+300,0,0,1e+300,0,0,1e+300,0,0,1e+300,0,0,1e+300,0,0,0,0,0,1,0,2,0,145,0,878,0,1034,0,0,0,0,0,0,0,0,0,0,0
1609059033.65,2080,2080,0,0,0,0,0,1e+300,0,0,1e+300,0,0,1e+300,0,0,1e+300,0,0,1e+300,0,0,1e+300,0,0,1e+300,0,0,0,0,0,2,0,4,0,146,0,884,0,1044,0,0,0,0,0,0,0,0,0,0,0
1609059033.76,2062,2061,1,0,0,0,0,0.0730143487893,0.0730143487893,0.0730143487893,0.000574722149163,0.000574722149163,0.000574722149163,3.04564477651,3.04564477651,3.04564477651,0.00018891286113,0.00018891286113,0.00018891286113,0.000256593279329,0.000256593279329,0.000256593279329,0.000116168869581,0.000116168869581,0.000116168869581,1.30471391226e-05,1.30471391226e-05,1.30471391226e-05,11.3999996185,20,1,2,0,3,0,142,0,865,1,1050,0,0,0,0,0,0,0,0.00018891286113,3.04564477651,0,0
1609059033.86,2063,2062,0,1,0,0,0,1e+300,0,0,1e+300,0,0,1e+300,0,0,1e+300,0,0,1e+300,0,0,1e+300,0,0,1e+300,0,0,0,0,0,1,0,8,0,149,0,843,0,1062,0,0,0,0,0,0,0,0,0,0,0
1609059033.96,2075,2074,1,0,0,0,0,0.0814546292529,0.0814546292529,0.0814546292529,0.000700797637808,0.000700797637808,0.000700797637808,3.07694303958,3.07694303958,3.07694303958,0.000141153370631,0.000141153370631,0.000141153370631,0.000355751688445,0.000355751688445,0.000355751688445,0.000192627499466,0.000192627499466,0.000192627499466,1.1265079266e-05,1.1265079266e-05,1.1265079266e-05,7.59999990463,20,1,3,0,7,0,141,1,856,0,1068,0,0,0,0,0,0.000141153370631,3.07694303958,0,0,0,0
1609059034.07,2070,2068,2,0,0,0,0,0.0849050325152,0.141896910344,0.198888788172,0.000584537774835,0.00169861143347,0.00281268509211,3.51177871013,3.63096913366,3.7501595572,2.50596066267e-05,0.000111810659852,0.000198561713078,2.8537273768e-05,0.000142580090372,0.000256622906976,0.000116191581594,0.00142764320392,0.00273909482624,1.31615731883e-05,1.65774793291e-05,1.99933854698e-05,6.29999983311,11,1,1,0,7,1,140,0,863,1,1059,0,0,0,2.50596066267e-05,3.7501595572,0,0,0.000198561713078,3.51177871013,0,0
1609059034.17,2082,2081,1,0,0,0,0,0.0808378489236,0.0808378489236,0.0808378489236,0.00059631571144,0.00059631571144,0.00059631571144,3.31037064719,3.31037064719,3.31037064719,0.000200708353051,0.000200708353051,0.000200708353051,0.000256575129436,0.000256575129436,0.000256575129436,0.00012546097824,0.00012546097824,0.00012546097824,1.35712507135e-05,1.35712507135e-05,1.35712507135e-05,11.3999996185,20,1,0,0,9,0,147,0,866,1,1060,0,0,0,0,0,0,0,0.000200708353051,3.31037064719,0,0
1609059034.27,2075,2074,1,0,0,0,0,0.0835789601137,0.0835789601137,0.0835789601137,0.000710644603306,0.000710644603306,0.000710644603306,3.13523957327,3.13523957327,3.13523957327,2.61236057085e-05,2.61236057085e-05,2.61236057085e-05,6.59089875108e-05,6.59089875108e-05,6.59089875108e-05,0.000612500802289,0.000612500802289,0.000612500802289,6.11120779708e-06,6.11120779708e-06,6.11120779708e-06,8.60000038147,20,1,0,0,8,0,129,1,892,0,1046,0,0,0,0,0,2.61236057085e-05,3.13523957327,0,0,0,0
1609059034.37,2071,2070,1,0,0,0,0,0.0852764845465,0.0852764845465,0.0852764845465,0.000661967101707,0.000661967101707,0.000661967101707,3.31444705024,3.31444705024,3.31444705024,4.35068462704e-05,4.35068462704e-05,4.35068462704e-05,0.000100761722308,0.000100761722308,0.000100761722308,0.000511270003791,0.000511270003791,0.000511270003791,6.4285293379e-06,6.4285293379e-06,6.4285293379e-06,16.2000007629,20,1,1,0,5,0,140,0,857,0,1068,1,0,0,0,0,0,0,0,0,4.35068462704e-05,3.31444705024
1609059034.48,2083,2081,2,0,0,0,0,0.0771824532906,0.0835667650502,0.0899510768099,0.000468520647423,0.000533689954882,0.000598859262342,3.15396008826,3.6548195711,4.15567905394,2.01149179271e-05,0.000115422288131,0.000210729658334,0.000156497852845,0.00020659150093,0.000256685149016,0.000117496168139,0.000199068081562,0.000280639994985,1.12678816663e-05,1.26080842595e-05,1.39482868528e-05,12,20,1,0,0,8,0,149,0,869,2,1057,0,0,0,0,0,0,0,0.000115422288131,3.6548195711,0,0
1609059034.58,2066,2063,3,0,0,0,0,0.0875725320105,0.157853969828,0.290588412898,0.000598074145513,0.00199493838199,0.00475079275216,3.47261805623,3.86318660862,4.21594804624,1.52310806888e-05,0.000102269781232,0.0002117861953,5.08833830569e-05,0.000224559806175,0.000366174844386,0.000115835381239,0.00165628251232,0.00467398918597,1.06891024504e-05,1.1826282259e-05,1.3831377893e-05,8.99999976158,14,2,2,0,5,1,141,0,870,1,1048,1,0,0,1.52310806888e-05,4.21594804624,0,0,0.0002117861953,3.90099372338,7.97920677068e-05,3.47261805623
1609059034.68,2059,2058,1,0,0,0,0,0.273460679512,0.273460679512,0.273460679512,0.00340822166773,0.00340822166773,0.00340822166773,4.68415192059,4.68415192059,4.68415192059,2.75642819295e-05,2.75642819295e-05,2.75642819295e-05,8.77197266762e-05,8.77197266762e-05,8.77197266762e-05,0.00328473106233,0.00328473106233,0.00328473106233,8.20659679537e-06,8.20659679537e-06,8.20659679537e-06,1,1,0,1,1,7,0,139,0,849,0,1063,0,2.75642819295e-05,4.68415192059,0,0,0,0,0,0,0,0
1609059034.75,2069,2067,2,0,0,0,0,0.0791644628014,0.0872537950951,0.0953431273889,0.000378355251213,0.000473377875501,0.00056840049979,3.32049662758,4.11105758555,4.90161854352,2.36037491779e-05,4.72305144306e-05,7.08572796834e-05,0.000156433337446,0.000261316524492,0.000366199711539,0.000122178219164,0.00015566010532,0.000189141991477,9.16528940343e-06,9.17073125766e-06,9.17617311189e-06,13.5,20,1,3,0,6,0,133,0,857,1,1070,1,0,0,0,0,0,0,2.36037491779e-05,4.90161854352,7.08572796834e-05,3.32049662758
1609059034.85,2081,2079,2,0,0,0,0,0.0923298941558,0.10188601123,0.111442128304,0.000651477910893,0.000670242685557,0.000689007460222,3.51746978525,3.94181440739,4.36615902952,3.36427102512e-05,8.34831191062e-05,0.000133323527961,0.000323948133357,0.000339841766311,0.000355735399265,0.000189659904307,0.000236405216908,0.000283150529509,1.02886286896e-05,1.05125832327e-05,1.07365377758e-05,12.7999999523,20,1,3,0,7,0,145,1,861,0,1065,1,0,0,0,0,0.000133323527961,3.51746978525,0,0,3.36427102512e-05,4.36615902952
1609059034.96,2078,2078,0,0,0,0,0,1e+300,0,0,1e+300,0,0,1e+300,0,0,1e+300,0,0,1e+300,0,0,1e+300,0,0,1e+300,0,0,0,0,0,3,0,8,0,134,0,859,0,1074,0,0,0,0,0,0,0,0,0,0,0
1609059035.06,2052,2050,2,0,0,0,0,0.0729233557589,0.0759006569832,0.0788779582075,0.000585581330103,0.000613923664604,0.000642265999106,3.01351276009,3.06296636941,3.11241997873,6.51461240462e-05,0.000124996011279,0.000184845898512,0.000256623078523,0.000311407867196,0.00036619265587,0.000130310807551,0.000165239036377,0.000200167265202,1.07599539875e-05,1.22807497522e-05,1.3801545517e-05,12.8999996185,20,2,1,0,5,0,130,0,853,1,1063,1,0,0,0,0,0,0,0.000184845898512,3.01351276009,6.51461240462e-05,3.11241997873
1609059035.16,2065,2064,1,0,0,0,0,0.101466540088,0.101466540088,0.101466540088,0.000649502747639,0.000649502747639,0.000649502747639,3.98136830955,3.98136830955,3.98136830955,7.11677785522e-05,7.11677785522e-05,7.11677785522e-05,0.000366229411676,0.000366229411676,0.000366229411676,0.000201111462845,0.000201111462845,0.000201111462845,1.0994094566e-05,1.0994094566e-05,1.0994094566e-05,14.3999996185,20,1,0,0,3,0,141,0,851,0,1070,1,0,0,0,0,0,0,0,0,7.11677785522e-05,3.98136830955
1609059035.27,2071,2071,0,0,0,0,0,1e+300,0,0,1e+300,0,0,1e+300,0,0,1e+300,0,0,1e+300,0,0,1e+300,0,0,1e+300,0,0,0,0,0,1,0,10,0,138,0,838,0,1084,0,0,0,0,0,0,0,0,0,0,0
1609059035.37,2044,2044,0,0,0,0,0,1e+300,0,0,1e+300,0,0,1e+300,0,0,1e+300,0,0,1e+300,0,0,1e+300,0,0,1e+300,0,0,0,0,0,2,0,3,0,148,0,813,0,1078,0,0,0,0,0,0,0,0,0,0,0
1609059035.47,2062,2062,0,0,0,0,0,1e+300,0,0,1e+300,0,0,1e+300,0,0,1e+300,0,0,1e+300,0,0,1e+300,0,0,1e+300,0,0,0,0,0,2,0,1,0,142,0,845,0,1072,0,0,0,0,0,0,0,0,0,0,0
1609059035.58,2076,2075,1,0,0,0,0,0.0795831832297,0.0795831832297,0.0795831832297,0.000679637174097,0.000679637174097,0.000679637174097,3.05269027874,3.05269027874,3.05269027874,0.000123832615308,0.000123832615308,0.000123832615308,0.000355663970206,0.000355663970206,0.000355663970206,0.000188671701755,0.000188671701755,0.000188671701755,1.14688868277e-05,1.14688868277e-05,1.14688868277e-05,7.59999990463,20,1,0,0,7,0,140,1,852,0,1077,0,0,0,0,0,0.000123832615308,3.05269027874,0,0,0,0
1609059035.68,2078,2078,0,0,0,0,0,1e+300,0,0,1e+300,0,0,1e+300,0,0,1e+300,0,0,1e+300,0,0,1e+300,0,0,1e+300,0,0,0,0,0,3,0,6,0,142,0,845,0,1082,0,0,0,0,0,0,0,0,0,0,0
1609059035.78,2045,2045,0,0,0,0,0,1e+300,0,0,1e+300,0,0,1e+300,0,0,1e+300,0,0,1e+300,0,0,1e+300,0,0,1e+300,0,0,0,0,0,0,0,5,0,133,0,837,0,1070,0,0,0,0,0,0,0,0,0,0,0
1609059035.85,2057,2055,2,0,0,0,0,0.0680522576433,0.0693615506311,0.0706708436189,0.000491692091276,0.000521545083169,0.000551398075062,3.00959220128,3.03929270055,3.06899319981,2.70337380073e-05,0.000112740729387,0.000198447720767,0.000100747498626,0.000178669012251,0.000256590525877,8.3922083421e-05,0.000221318183018,0.000358714282616,5.19657202778e-06,8.81715851223e-06,1.24377449967e-05,13.8000001907,20,2,2,0,3,0,135,0,823,1,1094,1,0,0,0,0,0,0,0.000198447720767,3.00959220128,2.70337380073e-05,3.06899319981
1609059035.96,2090,2090,0,0,0,0,0,1e+300,0,0,1e+300,0,0,1e+300,0,0,1e+300,0,0,1e+300,0,0,1e+300,0,0,1e+300,0,0,0,0,0,2,0,6,0,145,0,854,0,1083,0,0,0,0,0,0,0,0,0,0,0
1609059036.06,2065,2064,1,0,0,0,0,0.258866629803,0.258866629803,0.258866629803,0.00552202816307,0.00552202816307,0.00552202816307,3.48358780071,3.48358780071,3.48358780071,4.21509017317e-05,4.21509017317e-05,4.21509017317e-05,3.08569756012e-05,3.08569756012e-05,3.08569756012e-05,0.0054324657085,0.0054324657085,0.0054324657085,1.65545772371e-05,1.65545772371e-05,1.65545772371e-05,1,1,0,4,1,4,0,137,0,841,0,1079,0,4.21509017317e-05,3.48358780071,0,0,0,0,0,0,0,0
1609059036.16,2080,2079,1,0,0,0,0,0.0862125283456,0.0862125283456,0.0862125283456,0.00064224956917,0.00064224956917,0.00064224956917,3.40187593466,3.40187593466,3.40187593466,3.79059846876e-05,3.79059846876e-05,3.79059846876e-05,0.000100653870361,0.000100653870361,0.000100653870361,0.00049740843256,0.00049740843256,0.00049740843256,6.28128156138e-06,6.28128156138e-06,6.28128156138e-06,16.2000007629,20,0,3,0,2,0,135,0,869,0,1071,1,0,0,0,0,0,0,0,0,3.79059846876e-05,3.40187593466
1609059036.27,2084,2083,1,0,0,0,0,0.0926071760664,0.0926071760664,0.0926071760664,0.000596085836135,0.000596085836135,0.000596085836135,3.7930646057,3.7930646057,3.7930646057,0.000203192476179,0.000203192476179,0.000203192476179,0.000256604662906,0.000256604662906,0.000256604662906,0.00012189180066,0.00012189180066,0.00012189180066,1.439689639e-05,1.439689639e-05,1.439689639e-05,11.3999996185,20,1,2,0,4,0,146,0,859,1,1073,0,0,0,0,0,0,0,0.000203192476179,3.7930646057,0,0
1609059036.37,2073,2072,1,0,0,0,0,0.0832833331936,0.0832833331936,0.0832833331936,0.000643561373187,0.000643561373187,0.000643561373187,3.28294126984,3.28294126984,3.28294126984,3.83652475855e-05,3.83652475855e-05,3.83652475855e-05,0.000100708305377,0.000100708305377,0.000100708305377,0.000498171352956,0.000498171352956,0.000498171352956,6.316467269e-06,6.316467269e-06,6.316467269e-06,16.2000007629,20,1,3,0,6,0,140,0,837,0,1087,1,0,0,0,0,0,0,0,0,3.83652475855e-05,3.28294126984
1609059036.47,2078,2077,1,0,0,0,0,0.310636126614,0.310636126614,0.310636126614,0.0103094865711,0.0103094865711,0.0103094865711,3.05938014352,3.05938014352,3.05938014352,0.000470434970782,0.000470434970782,0.000470434970782,0.000319125357974,0.000319125357974,0.000319125357974,0.00949970418966,0.00949970418966,0.00949970418966,2.02220526454e-05,2.02220526454e-05,2.02220526454e-05,8.60000038147,20,1,1,0,11,0,142,1,851,0,1073,0,0,0,0,0,0.000470434970782,3.05938014352,0,0,0,0
1609059036.58,2058,2057,1,0,0,0,0,0.171103810621,0.171103810621,0.171103810621,0.00172400039422,0.00172400039422,0.00172400039422,4.12088980451,4.12088980451,4.12088980451,0.000151935043404,0.000151935043404,0.000151935043404,0.000375103615179,0.000375103615179,0.000375103615179,0.00118484891194,0.00118484891194,0.00118484891194,1.21128236946e-05,1.21128236946e-05,1.21128236946e-05,7,20,0,2,0,8,0,132,1,843,0,1073,0,0,0,0,0,0.000151935043404,4.12088980451,0,0,0,0
1609059036.68,2077,2077,0,0,0,0,0,1e+300,0,0,1e+300,0,0,1e+300,0,0,1e+300,0,0,1e+300,0,0,1e+300,0,0,1e+300,0,0,0,0,0,4,0,6,0,137,0,848,0,1082,0,0,0,0,0,0,0,0,0,0,0
